DEM数据文件,经度,纬度,起始角度,终止角度,视点高度,SPDERL算法整体错误率,参考线改进后算法整体错误率,总个数,pderl误差数量,optrl误差数量,可视率
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.41041666666668,28.858472222222222,347.6519240008029,347.756484701074,0,0.0,0.0,2406,0,0,0.0008312551953449709
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.55625,34.11430555555556,48.45240260423034,90.12250826793907,0,0.0,0.0017331022530329288,4616,0,8,0.0004332755632582322
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.42430555555556,41.74013888888889,303.8432541313148,311.6816869878585,0,0.010673234811165846,0.013136288998357963,1218,13,16,0.31773399014778325
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.57430555555555,28.388194444444444,89.40004079499668,129.73055358881544,10,0.0002166377816291161,0.0,4616,1,0,0.1128682842287695
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.20652777777778,34.68375,101.76622445859198,127.85474064701769,10,0.1452455590386625,0.1452455590386625,1914,278,278,0.30877742946708464
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.76347222222223,41.16569444444445,288.7645789431413,320.0964916835213,10,0.004508088040307611,0.0037125430920180325,3771,17,14,0.027313709891275524
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.63736111111112,28.811527777777776,176.1706299774851,300.3957088678395,20,0.2553097345132743,0.25508849557522123,9040,2308,2306,0.006526548672566372
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.76652777777778,34.46041666666667,185.428129802817,256.02038453276094,20,0.04742897393754403,0.047194177036863114,4259,202,201,0.6083587696642404
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.82347222222222,41.27902777777778,223.63270533678633,228.00047375177235,20,0.001176470588235294,0.0008823529411764706,3400,4,3,0.031176470588235295
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.06902777777778,28.279027777777777,135.71869321757816,300.3167027001522,30,0.0064616755793226385,0.006238859180035651,8976,58,56,0.14962121212121213
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.74847222222223,34.36069444444445,199.70303299671082,343.30554618657527,30,0.44744299014977734,0.032519228174335446,7411,3316,241,0.44757792470651736
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2826388888889,41.634861111111114,285.611771435994,296.6356698350467,30,0.017341040462427744,0.016184971098265895,1730,30,28,0.2352601156069364
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.36041666666667,28.37625,94.9973014225464,193.26054597313305,40,0.003422526446795271,0.003422526446795271,6428,22,22,0.024735532047293094
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.54375,34.773472222222225,295.452580122154,320.95735896308616,40,0.016247379454926623,0.015723270440251572,3816,62,60,0.33831236897274636
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.23152777777779,41.15652777777778,352.37560567045534,355.0463166827174,40,0.0,0.0,2406,0,0,0.0012468827930174563
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.95597222222223,28.444027777777777,262.5347690508089,275.24097353896383,50,0.08413884007029877,0.0,4552,383,0,0.0843585237258348
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.58736111111112,34.19236111111111,281.3393887411964,294.16536621259513,50,0.10249671484888305,0.1011826544021025,761,78,77,0.3718791064388962
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.29069444444445,41.791250000000005,314.6670121532817,325.2057195015533,50,0.0002915451895043732,0.0,3430,1,0,0.08483965014577259
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.24708333333334,28.678194444444443,84.39652809250555,227.24584950692443,60,0.01202424724237305,0.00616118453741429,10063,121,62,0.019179171221305774
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.61458333333334,34.64902777777778,177.94619138845889,231.28933107702977,60,0.0032281205164992827,0.0032281205164992827,5576,18,18,0.4200143472022956
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.36680555555556,41.342083333333335,119.16773413562456,172.06394398095438,60,0.005945303210463734,0.005945303210463734,3364,20,20,0.8174791914387634
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.06069444444445,28.73847222222222,243.0926611423536,261.20785940574524,70,0.0064047822374039285,0.0,2342,15,0,0.0064047822374039285
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5351388888889,34.943472222222226,296.66991945887645,323.28059119409016,70,0.010787172011661808,0.010495626822157435,3430,37,36,0.3956268221574344
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.24930555555557,41.52152777777778,345.49712099748547,354.7402181124195,70,0.0,0.0,2408,0,0,0.14659468438538206
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.96263888888889,28.077638888888888,321.2326312639277,352.9934681076689,80,0.0029069767441860465,0.0029069767441860465,2408,7,7,0.013289036544850499
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.34291666666667,34.562361111111116,176.8317152177895,345.91271157743006,80,0.023120837297811607,0.01807802093244529,10510,243,190,0.7133206470028545
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.39625000000001,41.09875,126.73157814603503,174.2869544118829,80,0.003205128205128205,0.003205128205128205,3432,11,11,0.3339160839160839
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.39958333333334,28.42986111111111,287.9220708308887,342.5369265168553,90,0.0025252525252525255,0.0022727272727272726,3960,10,9,0.12348484848484849
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.8126388888889,34.13541666666667,213.85512988513594,344.60606022973764,90,0.7182203389830508,0.020338983050847456,7080,5085,144,0.7183615819209039
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.58847222222222,41.71652777777778,226.54336090052362,323.17491989987946,90,0.0003586800573888092,0.0001793400286944046,5576,2,1,0.2763629842180775
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.40402777777778,28.17513888888889,355.5851043218137,355.9407702156958,100,0.0,0.0,2406,0,0,0.005818786367414797
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.84347222222223,34.78736111111111,183.34124508251801,260.60411892861543,100,0.8498596819457437,0.8498596819457437,4276,3634,3634,0.8498596819457437
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.15541666666667,41.118750000000006,131.9343201186582,204.91831029305666,100,0.0007173601147776184,0.0007173601147776184,5576,4,4,0.44583931133428983
